repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
MDEwOlJlcG9zaXRvcnk0MTE3OTgyNw==,Rapptz/discord.py,13126,123,15029.0,0.009370714612220022
R_kgDOGeruFg,zzzgydi/clash-verge,23920,224,21637.0,0.009364548494983277
MDEwOlJlcG9zaXRvcnk5ODc3MTExMA==,zhongyang219/TrafficMonitor,31740,297,35768.0,0.009357277882797731
MDEwOlJlcG9zaXRvcnkxNjM1OTEyNzg=,GitHubDaily/GitHubDaily,29728,278,33636.0,0.009351453175457481
MDEwOlJlcG9zaXRvcnkzMDIwMzkzNQ==,metabase/metabase,25043,234,39361.0,0.009343928443077906
MDEwOlJlcG9zaXRvcnk0MTk4NjM2OQ==,pingcap/tidb,20052,187,37712.0,0.009325753042090565
MDEwOlJlcG9zaXRvcnkxNDMyOTg3MTU=,M66B/FairEmail,5804,54,3339.0,0.009303928325292901
MDEwOlJlcG9zaXRvcnkyNDE1NzYyNzA=,labuladong/fucking-algorithm,130980,1218,126488.0,0.00929912963811269
MDEwOlJlcG9zaXRvcnkxMzg1NTQ3Ng==,go-gorm/gorm,19899,185,37298.0,0.009296949595457057
MDEwOlJlcG9zaXRvcnkxMTg4NTg3Mzk=,dwmkerr/hacker-laws,19733,183,25905.0,0.009273805300765216
MDEwOlJlcG9zaXRvcnk2MTIwMDExNw==,instaloader/instaloader,8627,80,9108.0,0.009273212008809551
R_kgDOLmfWBA,zen-browser/desktop,20490,190,21713.0,0.009272816007808687
MDEwOlJlcG9zaXRvcnk2Nzk2MjY0OA==,vuetifyjs/vuetify,23516,218,40112.0,0.009270284061915293
MDEwOlJlcG9zaXRvcnkxNDkxMTM1MTQ=,dipakkr/A-to-Z-Resources-for-Students,13825,128,17831.0,0.009258589511754069
MDEwOlJlcG9zaXRvcnkxMjYzMTQ2MDY=,mozilla-mobile/fenix,5941,55,6461.0,0.009257700723783875
MDEwOlJlcG9zaXRvcnkxMTk4MTEwMTA=,tabler/tabler,21890,202,38369.0,0.009227957971676564
MDEwOlJlcG9zaXRvcnkxNjkzNzE0MTM=,MoienTajik/AspNetCore-Developer-Roadmap,17774,164,18836.0,0.009226960729154946
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==,cypress-io/cypress,37182,343,47652.0,0.009224893765800657
MDEwOlJlcG9zaXRvcnkyMTQ2NzExMA==,explosion/spaCy,17999,166,30652.0,0.009222734596366465
MDEwOlJlcG9zaXRvcnkzMzkwMjQz,servo/servo,15732,145,28933.0,0.009216882786676837
MDEwOlJlcG9zaXRvcnkxMTIwNzAxOTg=,KurtBestor/Hitomi-Downloader,22691,209,23217.0,0.009210700277643119
R_kgDOJ8CQLw,a16z-infra/ai-town,7493,69,7940.0,0.009208594688375817
MDEwOlJlcG9zaXRvcnk1NzM2MDgw,FreeCAD/FreeCAD,18578,171,22511.0,0.009204435353644095
MDEwOlJlcG9zaXRvcnkyNzcwMzk4Mw==,StockSharp/StockSharp,5760,53,7531.0,0.00920138888888889
MDEwOlJlcG9zaXRvcnkxNDE3MjAzMDE=,dr5hn/countries-states-cities-database,7394,68,7706.0,0.009196645929131728
R_kgDOM9RF8g,SWivid/F5-TTS,8050,74,8881.0,0.009192546583850932
MDEwOlJlcG9zaXRvcnkyMzE5NTg2Njg=,vosen/ZLUDA,9578,88,10349.0,0.009187721862601795
MDEwOlJlcG9zaXRvcnkyNjkxOTg4MjA=,crisxuan/bestJavaer,6208,57,6082.0,0.009181701030927835
MDEwOlJlcG9zaXRvcnkxNTE4MzQwNjI=,doocs/advanced-java,57305,526,76860.0,0.009178954715993368
MDEwOlJlcG9zaXRvcnkxOTQyMTY0MDQ=,cobiwave/simplefolio,5457,50,13552.0,0.00916254352208173
R_kgDOJsyiaQ,facebookresearch/audiocraft,20199,185,21294.0,0.009158869250953017
,biancangming/wtv,10377,95,,0.009154861713404645
MDEwOlJlcG9zaXRvcnk5MjExMTUwOQ==,zadam/trilium,23926,219,27831.0,0.009153222435843851
MDEwOlJlcG9zaXRvcnkxMTE1ODM1OTM=,Genymobile/scrcpy,102162,935,116012.0,0.009152130929308354
MDEwOlJlcG9zaXRvcnkyMDk2NTc5,markedjs/marked,15419,141,33598.0,0.009144561904144238
MDEwOlJlcG9zaXRvcnkxOTQyNjIyNzU=,blaCCkHatHacEEkr/PENTESTING-BIBLE,13568,124,13001.0,0.009139150943396226
MDEwOlJlcG9zaXRvcnk3NDM0MzY=,egametang/ET,7005,64,9052.0,0.009136331192005711
MDEwOlJlcG9zaXRvcnkyODEwMjky,pbatard/rufus,22014,201,29913.0,0.009130553284273644
MDEwOlJlcG9zaXRvcnk3NzE2ODgz,ankidroid/Anki-Android,7341,67,8981.0,0.00912682195886119
R_kgDOIUkqvQ,OdysseusYuan/LKY_OfficeTools,8658,79,9025.0,0.009124509124509125
MDEwOlJlcG9zaXRvcnk0MzcyMzE2MQ==,helm/helm,16008,146,27308.0,0.009120439780109945
MDEwOlJlcG9zaXRvcnk4MzExOTQzMQ==,apachecn/AiLearning,18110,165,39898.0,0.009110988404196576
MDEwOlJlcG9zaXRvcnkyNDY2NzQ5MTM=,pestphp/pest,9664,88,9833.0,0.009105960264900662
MDEwOlJlcG9zaXRvcnkxMDI1NzgzNDU=,coolsnowwolf/lede,29335,267,30177.0,0.009101755582069201
MDEwOlJlcG9zaXRvcnkzMzA5MDk0OTA=,Johnserf-Seed/TikTokDownload,6922,63,7012.0,0.009101415775787344
MDEwOlJlcG9zaXRvcnk1MTk4MTAzOA==,jhuangtw/xg2xg,6266,57,14711.0,0.009096712416214492
MDEwOlJlcG9zaXRvcnkyNjIzOTUyMjQ=,dotnet/maui,24231,220,22370.0,0.009079278610044983
MDEwOlJlcG9zaXRvcnkyODEyMjk0MDQ=,Anjok07/ultimatevocalremovergui,18064,164,19004.0,0.00907883082373782
MDEwOlJlcG9zaXRvcnkxNTYwMTg=,redis/redis,26349,239,67696.0,0.009070552962161752
MDEwOlJlcG9zaXRvcnkxMzI3NTQxNDg=,stefan-jansen/machine-learning-for-trading,13451,122,13806.0,0.009069957623968478
MDEwOlJlcG9zaXRvcnkyMDQzODA3Nzk=,PaddlePaddle/PaddleSeg,8824,80,8810.0,0.009066183136899365
R_kgDOK2W5Sw,TencentARC/PhotoMaker,9380,85,9711.0,0.00906183368869936
MDEwOlJlcG9zaXRvcnkxNDU2NzAyMzQ=,open-mmlab/mmdetection,26269,238,30023.0,0.00906010887357722
MDEwOlJlcG9zaXRvcnk3MDc3NzE4MA==,Foundry376/Mailspring,10716,97,15708.0,0.009051885031728256
MDEwOlJlcG9zaXRvcnk3NDE3NTgwNQ==,istio/istio,19887,180,36344.0,0.009051138934982652
MDEwOlJlcG9zaXRvcnkxNTQyNzU3NDQ=,ZhongFuCheng3y/3y,14144,128,18907.0,0.00904977375565611
MDEwOlJlcG9zaXRvcnk0MDk5NzQ4Mg==,vim/vim,22996,208,37200.0,0.009045051313271874
R_kgDOLfkiww,OpenDevin/OpenDevin,28857,261,43197.0,0.009044599230689261
R_kgDOJlsYmg,hiddify/hiddify-next,16478,149,18909.0,0.009042359509649229
R_kgDOLlhH7w,chenzomi12/DeepLearningSystem,7299,66,203.0,0.009042334566378957
MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,vercel/hyper,12840,116,43597.0,0.009034267912772585
MDEwOlJlcG9zaXRvcnkyNDcwMzI2MjE=,go-admin-team/go-admin,9411,85,11633.0,0.009031983848687706
MDEwOlJlcG9zaXRvcnk2ODYxOTM3OQ==,bbfamily/abu,8304,75,12552.0,0.009031791907514452
R_kgDOI44gKw,arc53/DocsGPT,13840,125,15234.0,0.009031791907514452
MDEwOlJlcG9zaXRvcnkzMDI4MDA0OTE=,vxunderground/MalwareSourceCode,17052,154,16347.0,0.0090311986863711
,Dreamacro/clash,48381,436,,0.009011802153738037
R_kgDOLKB0uA,huggingface/lerobot,7658,69,8183.0,0.00901018542700444
MDEwOlJlcG9zaXRvcnk1NTc5ODA=,socketio/socket.io,17875,161,61489.0,0.009006993006993006
MDEwOlJlcG9zaXRvcnk5NDQ5ODYzNQ==,carbon-app/carbon,15240,137,34818.0,0.008989501312335958
MDEwOlJlcG9zaXRvcnk1MTExNzgzNw==,tensorflow/models,28614,257,77301.0,0.008981617390088768
MDEwOlJlcG9zaXRvcnkxMTAyMTY4NjY=,dailydotdev/daily,18038,162,18964.0,0.008981040026610489
MDEwOlJlcG9zaXRvcnkzNjgwNDQ4Ng==,tqdm/tqdm,19494,175,29062.0,0.008977121165486816
MDEwOlJlcG9zaXRvcnkxOTA4MjcxNQ==,microg/GmsCore,6575,59,9243.0,0.00897338403041825
MDEwOlJlcG9zaXRvcnkyMDQxNjQzNTM=,kestra-io/kestra,14607,131,15193.0,0.008968302868487711
MDEwOlJlcG9zaXRvcnkxMjYxNzg2ODM=,halo-dev/halo,30788,276,34533.0,0.008964531635702221
R_kgDOL4UEtw,lllyasviel/IC-Light,6806,61,7310.0,0.008962679988245665
,BoyceLig/Clash_Chinese_Patch,18749,168,,0.008960477892154248
MDEwOlJlcG9zaXRvcnkyNzgyODk5MTM=,mrdbourke/machine-learning-roadmap,8037,72,7590.0,0.008958566629339306
R_kgDOGdMY6w,tteck/Proxmox,13957,125,14674.0,0.008956079386687684
R_kgDOL1SBrQ,xM4ddy/OFGB,6588,59,6971.0,0.008955676988463874
MDEwOlJlcG9zaXRvcnk4MjIyNzU4NQ==,kamranahmedse/design-patterns-for-humans,21466,192,45746.0,0.008944377154570018
MDEwOlJlcG9zaXRvcnkzMTMxOTczNTY=,pure-admin/vue-pure-admin,9845,88,16874.0,0.008938547486033519
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==,pi-hole/pi-hole,35364,316,49868.0,0.008935640764619387
R_kgDOGStmJA,hpcaitech/ColossalAI,37944,339,39012.0,0.008934218848829854
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==,sdmg15/Best-websites-a-programmer-should-visit,38965,348,64715.0,0.008931092005646093
MDEwOlJlcG9zaXRvcnk5OTU5ODU5NQ==,parcel-bundler/parcel,14231,127,43585.0,0.00892417960789825
MDEwOlJlcG9zaXRvcnk4NDUzMzE1OA==,yunjey/pytorch-tutorial,20626,184,30561.0,0.008920779598564918
MDEwOlJlcG9zaXRvcnkxMzc3MjQ0ODA=,hasura/graphql-engine,22430,200,31264.0,0.008916629514043692
MDEwOlJlcG9zaXRvcnk2MDI0NjM1OQ==,ClickHouse/ClickHouse,30743,274,38438.0,0.008912597989786292
MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==,tesseract-ocr/tesseract,37263,332,63760.0,0.008909642272495504
MDEwOlJlcG9zaXRvcnkzMzA0MTcxMQ==,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,25381,226,31640.0,0.008904298490997203
MDEwOlJlcG9zaXRvcnkxNTc3NjAxMg==,ytisf/theZoo,7304,65,11480.0,0.008899233296823659
MDEwOlJlcG9zaXRvcnk1Mjk5OTAxOA==,egonSchiele/grokking_algorithms,9558,85,11896.0,0.008893073864825277
MDEwOlJlcG9zaXRvcnk3NzMyNjYwNw==,misskey-dev/misskey,8778,78,10239.0,0.00888585099111415
R_kgDOJJzVyA,josStorer/chatGPTBox,9682,86,10228.0,0.008882462301177443
MDEwOlJlcG9zaXRvcnkxOTg0ODQzNTg=,NobyDa/Script,9012,80,8234.0,0.00887705281846427
R_kgDOLVQJ0w,PKU-YuanGroup/Open-Sora-Plan,11394,101,11858.0,0.008864314551518343
R_kgDOKzf7EQ,myshell-ai/OpenVoice,29349,260,30451.0,0.008858904903063137
MDEwOlJlcG9zaXRvcnk5NDA2MTMwNw==,vadimdemedes/ink,16148,143,27446.0,0.008855585831062671
MDEwOlJlcG9zaXRvcnkyNzcxNjg5NTc=,eugeneyan/applied-ml,26911,238,27528.0,0.008843967150979154
MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,files-community/Files,35316,312,35432.0,0.008834522595990485
R_kgDOGRGMqQ,scottbez1/smartknob,18802,166,19770.0,0.008828847994894161
MDEwOlJlcG9zaXRvcnkyMzI1Mjk4,torvalds/linux,119754,1056,185779.0,0.008818077057968837
MDEwOlJlcG9zaXRvcnkzNTk2OTA2MQ==,google/styleguide,18848,166,37735.0,0.00880730050933786
MDEwOlJlcG9zaXRvcnk1MjI4MTI4Mw==,mastodon/mastodon,24079,212,47500.0,0.008804352340213465
MDEwOlJlcG9zaXRvcnkxODcxOTg1Ng==,Stellarium/stellarium,6817,60,8071.0,0.00880152559777028
MDEwOlJlcG9zaXRvcnkxNzQyMDYxNA==,seleniumbase/SeleniumBase,7621,67,9018.0,0.00879149717884792
R_kgDOGqrh2w,Elfocrash/.NET-Backend-Developer-Roadmap,6601,58,6661.0,0.008786547492804121
MDEwOlJlcG9zaXRvcnk4OTg5ODQy,unknwon/the-way-to-go_ZH_CN,20376,179,34686.0,0.008784844915586966
MDEwOlJlcG9zaXRvcnkzMDUxMzI4NzQ=,newbee-ltd/newbee-mall-vue3-app,6276,55,6155.0,0.008763543658381135
MDEwOlJlcG9zaXRvcnkxOTI1NzQyMg==,questdb/questdb,14955,131,14784.0,0.008759612169842862
R_kgDOMv5TUQ,voideditor/void,8340,73,8915.0,0.008752997601918465
MDEwOlJlcG9zaXRvcnkxNTkxNTI5MDQ=,jeecgboot/jeecg-boot,15907,139,41272.0,0.008738291318287546
MDEwOlJlcG9zaXRvcnkxOTQyMTY0MDQ=,cobidev/simplefolio,9502,83,13552.0,0.008735003157230057
R_kgDOJ7brVg,OpenInterpreter/open-interpreter,15575,136,57815.0,0.008731942215088282
R_kgDOJMLjFw,yzfly/awesome-chatgpt-zh,9392,82,10960.0,0.00873083475298126
MDEwOlJlcG9zaXRvcnkxNjY1MzU5NzQ=,Advanced-Frontend/Daily-Interview-Question,21660,189,27436.0,0.008725761772853186
MDEwOlJlcG9zaXRvcnkyNDQyMDUwNg==,v8/v8,12161,106,23683.0,0.008716388454896801
MDEwOlJlcG9zaXRvcnkyMTM1MjcwMjA=,wuxingsanren/wildcat-vip-account,8263,72,7078.0,0.008713542296986567
MDEwOlJlcG9zaXRvcnkzMDc4NDMxMDU=,Raphire/Win11Debloat,13903,121,15483.0,0.008703157591886643
MDEwOlJlcG9zaXRvcnkxMTU3NzMwNA==,dolphin-emu/dolphin,8388,73,13243.0,0.008702908917501192
MDEwOlJlcG9zaXRvcnkxNjE0Mjg0Mzc=,GloriousEggroll/proton-ge-custom,10589,92,10441.0,0.008688261403343093
MDEwOlJlcG9zaXRvcnkxNTU4MzMxMA==,SoftEtherVPN/SoftEtherVPN,6793,59,11908.0,0.008685411452966288
MDEwOlJlcG9zaXRvcnk4ODQzNjgz,chartjs/Chart.js,24183,210,65125.0,0.008683786130753008
R_kgDOI4SeyQ,lllyasviel/ControlNet,29941,260,31193.0,0.00868374469790588
MDEwOlJlcG9zaXRvcnkxNDUzMTczNw==,bitcoin/bips,6797,59,9619.0,0.008680300132411358
MDEwOlJlcG9zaXRvcnkyNDc1MjEyOTA=,ColinLeung-NiloCat/UnityURPToonLitShaderExample,6454,56,6597.0,0.008676789587852495
R_kgDOJXTs2A,Vision-CAIR/MiniGPT-4,24433,212,25537.0,0.008676789587852495
MDEwOlJlcG9zaXRvcnkzNDAyNTM3,h5bp/Front-end-Developer-Interview-Questions,21678,188,59860.0,0.008672386751545346
MDEwOlJlcG9zaXRvcnk0MTU5Mjc0NA==,AllThingsSmitty/css-protips,15917,138,28605.0,0.008669975497895333
MDEwOlJlcG9zaXRvcnk0Mjc5Njgy,fish-shell/fish-shell,15227,132,27546.0,0.008668811978722006
R_kgDOJxDQUw,Zeyi-Lin/HivisionIDPhotos,13165,114,14206.0,0.008659323965058868
MDEwOlJlcG9zaXRvcnkxOTkzNzQ4NzY=,fengdu78/Data-Science-Notes,8663,75,8255.0,0.008657508946092577
MDEwOlJlcG9zaXRvcnkxNDgxMjczOQ==,libuv/libuv,12937,112,24646.0,0.008657339414083635
MDEwOlJlcG9zaXRvcnkxNjI3MjMxMDQ=,OWASP/CheatSheetSeries,22180,192,28596.0,0.008656447249774572
MDEwOlJlcG9zaXRvcnkxNzg2MjY3MjA=,Lightning-AI/lightning,6817,59,28780.0,0.008654833504474109
MDEwOlJlcG9zaXRvcnkyNzI4MTEyNjA=,zhm-real/PathPlanning,7857,68,8240.0,0.008654702812778414
MDEwOlJlcG9zaXRvcnkxMDQ2MTI3NzA=,nhivp/Awesome-Embedded,6013,52,6307.0,0.00864792948611342
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=,d2l-ai/d2l-zh,55524,480,65009.0,0.008644910309055544
MDEwOlJlcG9zaXRvcnk1MzgwOTA5MA==,juliangarnier/anime,21522,186,50689.0,0.008642319487036521
MDEwOlJlcG9zaXRvcnk3MTIyNTk0,directus/directus,24436,211,28712.0,0.008634801113111802
MDEwOlJlcG9zaXRvcnk4OTg0Njg3Mg==,jindongwang/transferlearning,10432,90,13642.0,0.008627300613496933
MDEwOlJlcG9zaXRvcnkyMjExMjQz,apache/kafka,17862,154,29228.0,0.008621654909864516
MDEwOlJlcG9zaXRvcnkxMjg3OTY5MjA=,Mikoto10032/DeepLearning,14267,123,14921.0,0.008621293895002453
MDEwOlJlcG9zaXRvcnk2NTM5MjM2NA==,ethereumbook/ethereumbook,14963,129,20157.0,0.008621265788946068
MDEwOlJlcG9zaXRvcnkyNDI5NzEyMg==,veggiemonk/awesome-docker,16360,141,30978.0,0.008618581907090465
MDEwOlJlcG9zaXRvcnk1MzYzMjE0MA==,zyedidia/micro,16132,139,25459.0,0.008616414579717332
MDEwOlJlcG9zaXRvcnk0NDk5ODA5Mg==,JohnCoates/Aerial,7313,63,20813.0,0.008614795569533706
MDEwOlJlcG9zaXRvcnkxNjI2NzI1Nzc=,PaddlePaddle/PaddleHub,13007,112,12777.0,0.008610748058737603
R_kgDOJrGO5A,Mintplex-Labs/anything-llm,28111,242,30187.0,0.008608729678773434
R_kgDOGVrn2g,Evil0ctal/Douyin_TikTok_Download_API,9530,82,10216.0,0.008604407135362015
MDEwOlJlcG9zaXRvcnk1NTE2Mzgz,piskelapp/piskel,6975,60,11347.0,0.008602150537634409
MDEwOlJlcG9zaXRvcnkyMDI0OTgwOTM=,tgbot-collection/YYeTsBot,15230,131,14889.0,0.00860144451739987
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==,jaywcjlove/awesome-mac,50929,438,78781.0,0.008600208132890887
MDEwOlJlcG9zaXRvcnk2NjA4ODk3OQ==,changkun/modern-cpp-tutorial,21638,186,24362.0,0.008595988538681949
R_kgDOJgfDEQ,pengsida/learning_research,5822,50,6223.0,0.008588114050154586
R_kgDOG-3nPA,openai/openai-cookbook,58107,497,61130.0,0.008553186363088784
MDEwOlJlcG9zaXRvcnk3NDk2MjUxNQ==,gchq/CyberChef,24466,209,29842.0,0.008542467097196109
MDEwOlJlcG9zaXRvcnk2MzIyNjU4OA==,marmelab/react-admin,17911,153,25229.0,0.008542236614371057
MDEwOlJlcG9zaXRvcnkxMjc3NjkyMzE=,DIYgod/RSSHub,27332,233,34739.0,0.008524806088101858
R_kgDOHoRNyA,imputnet/cobalt,18837,160,26041.0,0.008493921537399798
MDEwOlJlcG9zaXRvcnk5MjQ0Mzk4MA==,jgraph/drawio-desktop,50508,429,51923.0,0.008493703967688287
MDEwOlJlcG9zaXRvcnk3NDY2MDY0Mg==,taichi-dev/taichi,19663,167,26578.0,0.008493108884707319
MDEwOlJlcG9zaXRvcnk1NDM3NjIyMA==,AtsushiSakai/PythonRobotics,18253,155,23984.0,0.008491754780036158
MDEwOlJlcG9zaXRvcnk4NTU0MTIxOA==,ascoders/weekly,17674,150,28850.0,0.00848704311417902
MDEwOlJlcG9zaXRvcnkxNDg0OTY2ODc=,YunaiV/SpringBoot-Labs,16275,138,19315.0,0.00847926267281106
,itwanger/JavaBooks,6371,54,,0.008475906451106578
MDEwOlJlcG9zaXRvcnk5NzkxNTI1,digininja/DVWA,6136,52,10545.0,0.00847457627118644
MDEwOlJlcG9zaXRvcnk3NTE1ODYyMA==,lin-xin/vue-manage-system,12637,107,19026.0,0.008467199493550685
MDEwOlJlcG9zaXRvcnkxNDMzMjQ3Mzc=,diasurgical/devilutionX,8153,69,8241.0,0.008463142401569975
MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier/prettier,19882,168,49772.0,0.008449854139422593
R_kgDOKxxMRQ,HerbertHe/iptv-sources,6867,58,7126.0,0.008446191932430465
MDEwOlJlcG9zaXRvcnk2OTM0Mzk1,facebook/rocksdb,15754,133,28959.0,0.008442300368160467
MDEwOlJlcG9zaXRvcnkzNDA2NjA1MjU=,Blinue/Magpie,9595,81,10097.0,0.008441896821261074
MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==,facebook/react-native,50119,423,120115.0,0.008439913007043238
MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet/Leaflet,17901,151,41789.0,0.008435282945086867
R_kgDOMO5bww,opendatalab/PDF-Extract-Kit,5935,50,6368.0,0.008424599831508003
R_kgDOJIQnXA,mckaywrigley/chatbot-ui,28155,237,29258.0,0.008417687799680341
MDEwOlJlcG9zaXRvcnkxMDgxMDI4MjY=,carla-simulator/carla,9401,79,11858.0,0.008403361344537815
MDEwOlJlcG9zaXRvcnkzMzAxNTU4Mw==,keras-team/keras,24909,209,62354.0,0.008390541571319604
R_kgDOKFkpeg,modelscope/facechain,8823,74,9225.0,0.008387169896860478
MDEwOlJlcG9zaXRvcnkyMTM5Mzg3MQ==,sorrycc/awesome-javascript,17289,145,33840.0,0.008386835560182776
R_kgDOKgx67A,OpenBMB/XAgent,7998,67,8288.0,0.008377094273568392
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==,localstack/localstack,39647,332,57035.0,0.008373899664539561
MDEwOlJlcG9zaXRvcnk0NzAzOTI1NQ==,codex-team/editor.js,20908,175,29246.0,0.008370001913143294
R_kgDOGYU_wQ,noDRM/DeDRM_tools,7172,60,7616.0,0.008365867261572783
MDEwOlJlcG9zaXRvcnkxNTI4NzAzNzI=,ruanyf/weekly,45424,380,51192.0,0.00836562169778091
MDEwOlJlcG9zaXRvcnk2NzgwNzY3,aws/aws-cli,8131,68,15705.0,0.00836305497478785
R_kgDOJEXQ7A,microsoft/visual-chatgpt,29187,244,34546.0,0.008359886250728064
R_kgDOK7anUQ,liu673cn/box,10407,87,566.0,0.00835975785528971
MDEwOlJlcG9zaXRvcnkzMDUxNDQ3NDY=,geohot/tinygrad,17353,145,27486.0,0.008355903878291939
MDEwOlJlcG9zaXRvcnkyMTczMzcxNg==,adobe-fonts/source-han-sans,8498,71,14684.0,0.00835490703694987
MDEwOlJlcG9zaXRvcnkyOTk2Mjg3NjM=,Asabeneh/30-Days-Of-React,27483,229,26318.0,0.008332423680093149
R_kgDOH3r2HA,cmdr2/stable-diffusion-ui,6485,54,9745.0,0.008326908249807247
MDEwOlJlcG9zaXRvcnkxMDc5Mzc4MTU=,aws/amazon-sagemaker-examples,6126,51,10233.0,0.00832517140058766
MDEwOlJlcG9zaXRvcnkxOTg5MTkwOTE=,taki0112/UGATIT,6728,56,6168.0,0.008323424494649227
MDEwOlJlcG9zaXRvcnkxMzQyODI2NA==,ShareX/ShareX,21038,175,30409.0,0.00831828120543778
R_kgDOL5OWWw,unclecode/crawl4ai,17934,149,24324.0,0.008308241329318613
MDEwOlJlcG9zaXRvcnkzOTY1Njk1Mzg=,khoj-ai/khoj,16010,133,24336.0,0.008307307932542161
MDEwOlJlcG9zaXRvcnkxMzc1MzYzNg==,jhipster/generator-jhipster,8909,74,21676.0,0.008306207206195982
MDEwOlJlcG9zaXRvcnk1MzYzOTA5OQ==,jamiebuilds/the-super-tiny-compiler,15656,130,28042.0,0.00830352580480327
MDEwOlJlcG9zaXRvcnkxNTkxOTQxMDA=,fengdu78/lihang-code,14828,123,19099.0,0.00829511734556245
MDEwOlJlcG9zaXRvcnkxNDExMDQ2MTg=,the1812/Bilibili-Evolved,24004,199,24182.0,0.008290284952507915
R_kgDOJQWEAw,microsoft/JARVIS,22808,189,23870.0,0.008286566117151877
MDEwOlJlcG9zaXRvcnk2NzE4Njk2OA==,chinese-poetry/chinese-poetry,35849,297,48551.0,0.008284749923289352
MDEwOlJlcG9zaXRvcnkyMTI2MTMwNDk=,cli/cli,40822,338,37933.0,0.008279849100974965
R_kgDOKTUe1A,1Panel-dev/MaxKB,11847,98,12563.0,0.008272136405841141
R_kgDOIcY7vQ,techiescamp/kubernetes-learning-path,6649,55,6903.0,0.00827192058956234
MDEwOlJlcG9zaXRvcnkyMTY0ODAwMQ==,akullpp/awesome-java,23415,193,42483.0,0.008242579543027973
MDEwOlJlcG9zaXRvcnk1NjM1Mzc0MA==,kubernetes/minikube,16157,133,29760.0,0.008231726186792103
MDEwOlJlcG9zaXRvcnkxOTgwMTg5ODU=,TonyChen56/WeChatRobot,6937,57,6585.0,0.008216808418624766
MDEwOlJlcG9zaXRvcnkyMjI4MTM5NzI=,abbodi1406/KMS_VL_ALL_AIO,9009,74,8873.0,0.008214008214008214
R_kgDOJaV0Gg,ltdrdata/ComfyUI-Manager,7308,60,7902.0,0.008210180623973728
R_kgDOKlrpgA,crewAIInc/crewAI,6213,51,24569.0,0.008208594881699663
MDEwOlJlcG9zaXRvcnkxMzM0MzY5,resume/resume.github.com,31576,259,62109.0,0.008202432227007854
R_kgDOJUCpQQ,suno-ai/bark,35236,289,36646.0,0.008201839028266546
MDEwOlJlcG9zaXRvcnk5MDkwMjEzMg==,flameshot-org/flameshot,19761,162,25347.0,0.008197965689995446
MDEwOlJlcG9zaXRvcnkzMDEwMTg5Mw==,taojy123/KeymouseGo,7566,62,7746.0,0.008194554586307164
MDEwOlJlcG9zaXRvcnkxMDg2NTQzNg==,dypsilon/frontend-dev-bookmarks,18690,153,42993.0,0.008186195826645265
R_kgDOMiZjRw,SakanaAI/AI-Scientist,8068,66,8602.0,0.008180466038671294
R_kgDOHE14iw,hiroi-sora/Umi-OCR,27163,222,28758.0,0.008172882229503369
MDEwOlJlcG9zaXRvcnk3NjgzODAxNw==,iina/iina,20935,171,38972.0,0.008168139479340817
MDEwOlJlcG9zaXRvcnkzMDQ5NDA2Mjk=,markodenic/web-development-resources,6130,50,7382.0,0.008156606851549755
MDEwOlJlcG9zaXRvcnk0NDY2MjY2OQ==,dbeaver/dbeaver,32748,267,41317.0,0.00815316965921583
MDEwOlJlcG9zaXRvcnkyMDcyNDUwOTI=,stenzek/duckstation,7850,64,7841.0,0.008152866242038216
MDEwOlJlcG9zaXRvcnk1OTc3MTQyNQ==,zephyrproject-rtos/zephyr,9202,75,11229.0,0.008150402086502934
MDEwOlJlcG9zaXRvcnk5NzQzMTI4MQ==,pythonstock/stock,6626,54,6799.0,0.008149713250830063
R_kgDOKCMNog,alexeygrigorev/mlbookcamp-code,6138,50,312.0,0.008145975887911373
MDEwOlJlcG9zaXRvcnkxMTk4NTM5,lutzroeder/netron,24806,202,29069.0,0.008143191163428203
MDEwOlJlcG9zaXRvcnk5ODAyOTU5Mg==,ziishaned/learn-regex,32068,261,45795.0,0.008138954721217413
MDEwOlJlcG9zaXRvcnkxOTA4NDUyNjc=,n64decomp/sm64,7747,63,7855.0,0.008132180198786627
MDEwOlJlcG9zaXRvcnk1Njg5OTI4NA==,Kong/insomnia,25590,208,35393.0,0.008128175068386088
MDEwOlJlcG9zaXRvcnkyODMyMTE5MDE=,yuliskov/SmartTubeNext,12430,101,20946.0,0.008125502815768303
MDEwOlJlcG9zaXRvcnkzOTI1Mjk0Nzc=,gz-yami/mall4cloud,6162,50,6102.0,0.008114248620577734
